order_id,customer_name,city,state,product_name,category,quantity,price,total_price,payment_method,order_status,order_date
227,Suhana Shetty,Vasai-Virar,Andhra Pradesh,Product_22,Sports,1,2067.02,2067.02,UPI,Shipped,2026-03-07
228,Divyansh Badal,Thoothukudi,Mizoram,Product_39,Sports,3,2321.32,6963.96,Cash,Delivered,2025-08-17
229,Bhavin Sodhi,Ambattur,Tripura,Product_17,Sports,3,3200.87,9602.61,Net Banking,Delivered,2026-01-10
230,Arhaan Krishnamurthy,Korba,Odisha,Product_89,Electronics,1,315.02,315.02,UPI,Shipped,2026-05-15
231,Pari Yogi,Darbhanga,Uttarakhand,Product_100,Electronics,1,432.17,432.17,UPI,Delivered,2025-09-23
232,Nirvaan Lala,Raebareli,Tamil Nadu,Product_32,Sports,3,1478.69,4436.07,Net Banking,Pending,2025-10-17
233,Dhanuk Chandra,Ludhiana,Manipur,Product_76,Fashion,2,3746.31,7492.62,Credit Card,Shipped,2025-11-27
234,Indranil Yohannan,Pudukkottai,Uttar Pradesh,Product_21,Electronics,2,3981.43,7962.86,Cash,Delivered,2025-08-21
235,Samar Bakshi,Gorakhpur,Himachal Pradesh,Product_49,Home,2,1635.93,3271.86,Credit Card,Cancelled,2025-08-02
236,Biju Issac,Guntur,Assam,Product_27,Fashion,1,711.25,711.25,Credit Card,Shipped,2025-08-04
237,Kavya Chokshi,Rewa,Madhya Pradesh,Product_96,Electronics,3,2191.47,6574.41,Credit Card,Shipped,2026-02-14
238,Aniruddh Sabharwal,North Dumdum,Gujarat,Product_52,Books,3,2455.42,7366.26,Net Banking,Cancelled,2025-10-25
239,Siya Sankaran,Bidar,Andhra Pradesh,Product_61,Books,3,3427.25,10281.75,UPI,Cancelled,2026-04-18
240,Amani Gill,Junagadh,Manipur,Product_95,Home,3,513.64,1540.92,UPI,Cancelled,2025-09-15
241,Pihu Johal,Gandhidham,Bihar,Product_76,Electronics,5,4903.69,24518.45,Net Banking,Shipped,2025-07-29
242,Lakshit Bal,Bijapur,Jharkhand,Product_9,Electronics,2,1300.18,2600.36,UPI,Delivered,2025-11-16
243,Aniruddh Deshpande,Deoghar,Maharashtra,Product_30,Electronics,5,1971.03,9855.15,Net Banking,Delivered,2025-06-29
244,Indrans Bhakta,Guntur,Odisha,Product_56,Books,5,4177.64,20888.2,UPI,Pending,2025-10-27
245,Ivana Ramaswamy,Ghaziabad,Nagaland,Product_91,Books,5,4555.81,22779.05,UPI,Delivered,2026-04-16
246,Shayak Johal,Dindigul,Sikkim,Product_46,Home,1,1404.03,1404.03,Cash,Pending,2025-11-15
247,Oorja Bedi,Mangalore,Bihar,Product_6,Fashion,5,2348.84,11744.2,Credit Card,Delivered,2025-11-30
248,Dharmajan Thakur,Ramagundam,Jharkhand,Product_95,Fashion,5,1350.32,6751.6,Credit Card,Pending,2025-10-09
249,Purab Deshpande,Akola,Karnataka,Product_11,Sports,5,134.08,670.4,UPI,Shipped,2025-10-20
250,Uthkarsh Suri,Sonipat,Meghalaya,Product_87,Home,2,1959.4,3918.8,Cash,Delivered,2026-01-15
251,Kiaan Varughese,Begusarai,Odisha,Product_92,Sports,4,112.78,451.12,Credit Card,Pending,2025-11-07
252,Chirag Mane,Meerut,Gujarat,Product_69,Sports,4,1534.24,6136.96,UPI,Cancelled,2025-07-02
253,Lavanya Dewan,South Dumdum,Mizoram,Product_37,Home,4,4379.73,17518.92,Credit Card,Shipped,2025-11-05
254,Miraya Bahri,Ramgarh,Assam,Product_68,Sports,4,1759.76,7039.04,UPI,Cancelled,2025-12-25
255,Shanaya Dar,Nagaon,Manipur,Product_33,Electronics,4,4197.65,16790.6,Cash,Shipped,2025-09-12
256,Urvi Kade,Aurangabad,Manipur,Product_96,Sports,4,336.91,1347.64,Cash,Shipped,2025-12-03
257,Khushi Kala,Suryapet,West Bengal,Product_14,Electronics,3,4260.2,12780.6,Net Banking,Pending,2025-07-18
258,Tara Chander,Imphal,Telangana,Product_51,Books,5,2028.92,10144.6,Credit Card,Shipped,2025-09-20
259,Nakul Dyal,Chandrapur,Andhra Pradesh,Product_5,Electronics,2,4780.68,9561.36,Net Banking,Pending,2025-12-27
260,Yuvaan Swamy,Hazaribagh,Rajasthan,Product_62,Fashion,5,2396.08,11980.4,Credit Card,Delivered,2025-08-08
261,Taimur Wason,Aizawl,Tripura,Product_8,Fashion,1,2242.71,2242.71,Credit Card,Cancelled,2026-01-10
262,Anvi Ramachandran,Raebareli,Sikkim,Product_72,Sports,2,2861.19,5722.38,Credit Card,Cancelled,2025-05-21
263,Anay Kala,Tirupati,Sikkim,Product_92,Electronics,5,4528.74,22643.7,Net Banking,Pending,2025-12-25
264,Piya Halder,Rajpur Sonarpur,Andhra Pradesh,Product_62,Sports,4,1774.97,7099.88,Net Banking,Pending,2025-05-19
265,Siya Sekhon,Ambala,Meghalaya,Product_68,Sports,5,1222.81,6114.05,Net Banking,Cancelled,2025-09-19
266,Diya Raval,Ranchi,Arunachal Pradesh,Product_23,Books,5,3654.87,18274.35,UPI,Delivered,2026-01-12
267,Shray Lanka,Aligarh,Andhra Pradesh,Product_8,Fashion,3,3313.64,9940.92,Credit Card,Cancelled,2026-04-28
268,Saira Gara,Munger,Madhya Pradesh,Product_67,Books,2,4580.46,9160.92,Net Banking,Delivered,2026-05-07
269,Yakshit Ram,Rewa,Chhattisgarh,Product_92,Home,4,1771.43,7085.72,Credit Card,Pending,2025-11-16
270,Nayantara Dyal,Silchar,Chhattisgarh,Product_38,Electronics,5,3960.13,19800.65,UPI,Pending,2026-03-01
271,Eva Bhandari,Bareilly,Rajasthan,Product_54,Sports,2,3188.23,6376.46,Net Banking,Shipped,2025-12-29
272,Keya Bora,Bihar Sharif,Mizoram,Product_56,Fashion,4,2696.89,10787.56,Credit Card,Pending,2025-10-08
273,Nakul Chada,Tirupati,Nagaland,Product_31,Books,2,527.7,1055.4,Credit Card,Delivered,2025-07-18
274,Aarna Varughese,Sri Ganganagar,West Bengal,Product_3,Books,1,4873.51,4873.51,UPI,Shipped,2026-02-13
275,Drishya Sekhon,Bhubaneswar,Rajasthan,Product_6,Fashion,1,2099.27,2099.27,Net Banking,Shipped,2026-03-14
276,Vihaan Singhal,Shivpuri,Sikkim,Product_24,Electronics,5,353.18,1765.9,Cash,Pending,2025-09-06
277,Bhavin Sura,Amritsar,Kerala,Product_18,Sports,2,2372.04,4744.08,Net Banking,Pending,2025-09-14
278,Zeeshan Sandal,Karnal,Kerala,Product_76,Sports,4,4001.48,16005.92,Credit Card,Shipped,2026-02-19
279,Ehsaan Rout,Siwan,Himachal Pradesh,Product_19,Books,5,755.18,3775.9,Net Banking,Pending,2026-03-25
280,Vivaan Saran,Miryalaguda,Uttarakhand,Product_54,Electronics,1,4734.87,4734.87,Net Banking,Shipped,2025-08-15
281,Siya Jaggi,Kota,Gujarat,Product_25,Sports,3,1995.49,5986.47,Net Banking,Pending,2025-12-31
282,Ojas Bandi,Bahraich,Tripura,Product_77,Electronics,4,1233.57,4934.28,Cash,Delivered,2026-04-03
283,Ryan Biswas,Bikaner,Sikkim,Product_94,Books,1,4139.8,4139.8,UPI,Pending,2025-11-10
284,Hunar Saran,Ulhasnagar,Tripura,Product_38,Home,5,2634.61,13173.05,Net Banking,Pending,2025-05-27
285,Ishita Rajagopal,Purnia,Assam,Product_4,Electronics,4,2574.64,10298.56,UPI,Shipped,2025-08-26
286,Tushar Soman,Kolhapur,Manipur,Product_56,Electronics,3,1601.59,4804.77,Cash,Delivered,2025-12-15
287,Kiaan Reddy,Varanasi,Kerala,Product_39,Sports,5,1902.29,9511.45,UPI,Cancelled,2026-02-12
288,Ranbir Halder,Hapur,Arunachal Pradesh,Product_41,Fashion,5,3984.78,19923.9,Cash,Cancelled,2025-08-13
289,Aaina Raval,Vijayawada,Uttar Pradesh,Product_42,Fashion,3,3684.75,11054.25,Cash,Pending,2025-06-04
290,Indrans Sampath,Salem,Kerala,Product_39,Fashion,3,855.89,2567.67,Cash,Shipped,2026-03-06
291,Mishti Solanki,Tinsukia,Himachal Pradesh,Product_56,Fashion,4,704.46,2817.84,Credit Card,Cancelled,2026-03-24
292,Fateh Chand,Mumbai,Manipur,Product_66,Home,1,1217.5,1217.5,Cash,Delivered,2026-03-13
293,Samarth Koshy,Rohtak,Uttarakhand,Product_94,Home,5,898.18,4490.9,Cash,Pending,2025-12-12
294,Vivaan Mannan,Anantapuram,Karnataka,Product_74,Sports,3,2406.9,7220.7,Credit Card,Cancelled,2025-12-31
295,Ishaan Bali,Bhubaneswar,West Bengal,Product_37,Home,1,4740.16,4740.16,Credit Card,Shipped,2026-04-08
296,Zaina Dada,Madurai,Telangana,Product_51,Books,2,4269.28,8538.56,UPI,Shipped,2025-09-11
297,Anay Hari,Mehsana,Bihar,Product_47,Books,4,4478.84,17915.36,UPI,Cancelled,2026-04-06
298,Rhea Ramanathan,Tadepalligudem,Gujarat,Product_17,Electronics,5,406.64,2033.2,UPI,Delivered,2026-04-03
299,Divij Ramaswamy,Nadiad,Uttarakhand,Product_41,Fashion,4,4339.43,17357.72,Net Banking,Delivered,2026-04-19
300,Prisha Sinha,Barasat,Uttar Pradesh,Product_48,Electronics,5,4482.33,22411.65,Credit Card,Pending,2025-12-15
301,Vihaan Batra,Ballia,Odisha,Product_1,Fashion,1,1711.55,1711.55,UPI,Delivered,2025-08-24
302,Onkar Dhawan,Berhampur,West Bengal,Product_43,Fashion,3,2782.99,8348.97,UPI,Delivered,2026-01-14
303,Rania Dhar,Guntur,Uttarakhand,Product_1,Fashion,2,4047.42,8094.84,Net Banking,Cancelled,2025-06-28
304,Baiju Gulati,Kanpur,Madhya Pradesh,Product_75,Sports,3,3091.76,9275.28,Credit Card,Cancelled,2025-06-02
305,Tanya Badami,Thane,Bihar,Product_15,Books,1,1143.21,1143.21,Cash,Cancelled,2025-08-01
306,Hansh Saxena,Kakinada,Meghalaya,Product_62,Sports,4,3038.29,12153.16,Cash,Delivered,2025-06-09
307,Eshani Loke,Bhatpara,Chhattisgarh,Product_12,Sports,3,3268.07,9804.21,Credit Card,Delivered,2025-11-10
308,Faiyaz Vyas,Gudivada,Arunachal Pradesh,Product_51,Books,2,627.85,1255.7,Cash,Delivered,2025-10-19
309,Damini Suresh,Nangloi Jat,Goa,Product_61,Electronics,2,4732.86,9465.72,Net Banking,Cancelled,2026-02-09
310,Tiya Kata,Bathinda,Jharkhand,Product_36,Books,3,1973.06,5919.18,UPI,Shipped,2025-09-16
311,Neelofar Sahni,Madanapalle,Mizoram,Product_78,Books,5,3051.77,15258.85,Cash,Delivered,2026-01-01
312,Romil Hora,Warangal,Rajasthan,Product_6,Books,3,2752.77,8258.31,Net Banking,Delivered,2025-08-15
313,Advik Ramesh,Aligarh,Tamil Nadu,Product_50,Electronics,5,1321.43,6607.15,Cash,Pending,2026-03-13
314,Tanya Tak,Ichalkaranji,Jharkhand,Product_37,Fashion,3,1169.37,3508.11,Net Banking,Shipped,2026-05-18
315,Dishani Dhingra,Saharanpur,Odisha,Product_74,Home,4,618.31,2473.24,Net Banking,Shipped,2026-02-20
316,Advik Ravi,Jamalpur,Andhra Pradesh,Product_42,Home,2,1381.15,2762.3,UPI,Cancelled,2025-07-29
317,Zaina Batra,Jamalpur,Nagaland,Product_53,Electronics,1,4677.04,4677.04,Credit Card,Cancelled,2025-10-06
318,Veer Kata,Bhiwandi,Manipur,Product_81,Fashion,3,4090.17,12270.51,Cash,Cancelled,2026-02-25
319,Nayantara Banik,Ozhukarai,Assam,Product_91,Electronics,2,720.45,1440.9,Net Banking,Delivered,2026-02-07
320,Elakshi Walia,Thoothukudi,Arunachal Pradesh,Product_26,Home,4,1237.77,4951.08,Credit Card,Cancelled,2026-01-03
321,Ehsaan Savant,Aurangabad,Tamil Nadu,Product_83,Books,4,3608.12,14432.48,UPI,Cancelled,2026-01-18
322,Armaan Kota,Phusro,Nagaland,Product_99,Home,4,3739.54,14958.16,Cash,Cancelled,2026-04-11
323,Arhaan Kothari,Tiruppur,Himachal Pradesh,Product_80,Electronics,4,530.6,2122.4,Credit Card,Cancelled,2026-02-15
324,Divyansh Mander,Munger,Goa,Product_28,Electronics,3,1197.93,3593.79,UPI,Pending,2026-02-19
325,Bhavin Viswanathan,Kollam,Mizoram,Product_89,Fashion,2,869.48,1738.96,Cash,Cancelled,2025-07-06
326,Tara Kala,Hindupur,Tripura,Product_88,Home,3,4180.68,12542.04,UPI,Cancelled,2025-05-25
327,Rohan Sankar,Haridwar,Chhattisgarh,Product_1,Fashion,5,4391.71,21958.55,UPI,Shipped,2026-04-06
328,Shlok Ramakrishnan,Nellore,Nagaland,Product_25,Electronics,4,4170.48,16681.92,UPI,Delivered,2025-06-15
329,Prisha Amble,Amravati,Assam,Product_57,Home,4,1788.74,7154.96,Cash,Cancelled,2025-10-17
330,Shanaya Halder,Ambattur,Karnataka,Product_55,Electronics,4,4342.7,17370.8,Credit Card,Delivered,2025-11-09
331,Priyansh Mann,Katihar,Tamil Nadu,Product_3,Electronics,3,2590.12,7770.36,Cash,Cancelled,2026-03-05
332,Ahana  Ravel,Hajipur,Punjab,Product_48,Books,4,1041.46,4165.84,Net Banking,Shipped,2025-06-13
333,Mehul Yadav,Belgaum,Punjab,Product_25,Sports,1,4136.42,4136.42,Cash,Shipped,2025-06-26
334,Vanya Varma,Fatehpur,Bihar,Product_2,Sports,4,4283.77,17135.08,Net Banking,Shipped,2025-05-20
335,Anahita Sane,Bhilwara,Telangana,Product_81,Fashion,1,1386.44,1386.44,Net Banking,Shipped,2025-10-09
336,Rania Garde,Erode,Meghalaya,Product_1,Books,3,3991.54,11974.62,Credit Card,Pending,2025-09-13
337,Uthkarsh Chakraborty,Nellore,Assam,Product_8,Sports,2,1351.87,2703.74,Net Banking,Shipped,2026-03-11
338,Lagan Mall,Bhagalpur,Madhya Pradesh,Product_41,Electronics,4,2572.55,10290.2,Cash,Pending,2026-02-15
339,Divij Johal,Begusarai,Himachal Pradesh,Product_13,Fashion,1,407.62,407.62,Cash,Pending,2025-06-19
340,Tushar Sodhi,Hazaribagh,Mizoram,Product_47,Fashion,2,2729.35,5458.7,Cash,Delivered,2025-07-28
341,Emir Borde,Kadapa,Arunachal Pradesh,Product_88,Home,2,4428.75,8857.5,Cash,Delivered,2026-02-18
342,Bhavin Gara,Jabalpur,Tripura,Product_50,Fashion,4,242.59,970.36,UPI,Shipped,2026-03-18
343,Shamik Randhawa,Nashik,Uttarakhand,Product_45,Sports,1,3001.56,3001.56,Credit Card,Shipped,2026-03-16
344,Shalv Shroff,Malda,Goa,Product_66,Fashion,2,945.32,1890.64,UPI,Shipped,2026-01-11
345,Uthkarsh Issac,Fatehpur,Arunachal Pradesh,Product_72,Electronics,4,624.01,2496.04,UPI,Delivered,2025-12-06
346,Riya Dayal,Noida,Sikkim,Product_60,Home,1,1917.52,1917.52,UPI,Cancelled,2025-06-29
347,Vivaan Venkatesh,Surendranagar Dudhrej,Odisha,Product_92,Home,3,3267.14,9801.42,Credit Card,Pending,2026-03-16
348,Rati Dara,Panchkula,Assam,Product_7,Home,5,1860.72,9303.6,Credit Card,Delivered,2026-05-14
349,Nehmat Mann,Raipur,Goa,Product_26,Home,2,2230.87,4461.74,Net Banking,Pending,2026-02-19
350,Piya Kanda,Farrukhabad,Kerala,Product_98,Fashion,4,957.54,3830.16,Net Banking,Cancelled,2025-08-04
351,Rati Salvi,Allahabad,Nagaland,Product_36,Books,1,3222.74,3222.74,Net Banking,Cancelled,2025-11-25
352,Emir Devi,Kozhikode,Tamil Nadu,Product_94,Sports,2,3656.26,7312.52,Net Banking,Cancelled,2026-02-06
353,Azad Hari,Siwan,Uttar Pradesh,Product_29,Books,3,4652.05,13956.15,UPI,Shipped,2025-08-19
354,Shlok Kashyap,Hapur,Gujarat,Product_58,Electronics,1,1179.77,1179.77,Credit Card,Pending,2025-06-18
355,Onkar Raju,Thrissur,Gujarat,Product_90,Books,1,4082.03,4082.03,Net Banking,Shipped,2026-01-04
356,Neysa Thaman,Gorakhpur,Jharkhand,Product_86,Sports,4,1337.63,5350.52,Credit Card,Delivered,2026-04-26
357,Ojas Arora,Uluberia,Uttar Pradesh,Product_73,Electronics,3,2772.27,8316.81,Net Banking,Pending,2026-01-02
358,Urvi Bahl,Bokaro,Gujarat,Product_23,Books,3,1314.31,3942.93,Credit Card,Pending,2025-10-30
359,Seher Chokshi,Anantapur,Jharkhand,Product_97,Electronics,3,3217.48,9652.44,Net Banking,Cancelled,2025-07-02
360,Riaan Acharya,Udaipur,Manipur,Product_96,Home,2,3180.1,6360.2,Net Banking,Cancelled,2025-12-25
361,Alisha Sem,Raichur,Manipur,Product_53,Sports,2,581.63,1163.26,UPI,Shipped,2025-08-21
362,Uthkarsh Sarkar,Burhanpur,Telangana,Product_2,Electronics,4,3623.0,14492.0,Net Banking,Shipped,2025-07-02
363,Dhanuk Sama,Warangal,Madhya Pradesh,Product_66,Electronics,5,1309.9,6549.5,UPI,Pending,2025-07-12
364,Emir Dey,Raiganj,Meghalaya,Product_93,Books,4,433.42,1733.68,Cash,Pending,2025-10-13
365,Adira Lalla,Bihar Sharif,Tripura,Product_9,Home,3,218.85,656.55,Cash,Cancelled,2025-09-08
366,Pari Sani,Gopalpur,Odisha,Product_65,Sports,1,1973.3,1973.3,Cash,Delivered,2025-10-14
367,Mamooty Bhattacharyya,Jaipur,Telangana,Product_95,Sports,3,3854.14,11562.42,Net Banking,Pending,2026-02-14
368,Shanaya Warrior,Bhagalpur,Gujarat,Product_100,Electronics,3,508.98,1526.94,Credit Card,Pending,2026-01-29
369,Pranay Venkatesh,Bhind,Telangana,Product_87,Fashion,4,2036.83,8147.32,Cash,Delivered,2026-03-21
370,Aarna Sachdeva,Sambhal,Mizoram,Product_56,Electronics,2,1619.13,3238.26,UPI,Shipped,2025-06-02
371,Kiara Lall,Serampore,Karnataka,Product_45,Fashion,3,1011.4,3034.2,Cash,Delivered,2026-03-18
372,Kavya Aggarwal,Khandwa,Meghalaya,Product_32,Electronics,3,1608.94,4826.82,Credit Card,Cancelled,2025-11-10
373,Zara Rattan,Jalandhar,Uttar Pradesh,Product_26,Electronics,1,3525.1,3525.1,Credit Card,Cancelled,2026-03-21
374,Pari Chaudry,Meerut,Manipur,Product_60,Home,2,226.26,452.52,Cash,Delivered,2025-11-11
375,Zaina Dyal,Mahbubnagar,Meghalaya,Product_33,Home,4,3243.58,12974.32,Net Banking,Shipped,2025-05-31
376,Elakshi Tailor,Delhi,Chhattisgarh,Product_79,Fashion,3,786.33,2358.99,Credit Card,Cancelled,2026-02-28
377,Nirvaan Barman,Surat,Goa,Product_16,Home,3,4245.76,12737.28,Credit Card,Cancelled,2025-06-17
378,Pihu Sen,Machilipatnam,Rajasthan,Product_28,Home,3,284.81,854.43,Net Banking,Shipped,2026-05-14
379,Priyansh Varghese,Thane,Telangana,Product_35,Fashion,4,1192.6,4770.4,UPI,Shipped,2025-08-13
380,Zaina Balasubramanian,Phagwara,Rajasthan,Product_69,Fashion,2,3974.98,7949.96,Cash,Shipped,2026-01-25
381,Samarth Golla,Baranagar,Telangana,Product_87,Home,5,4866.38,24331.9,UPI,Cancelled,2026-02-27
382,Miraya Tara,Shimla,Manipur,Product_69,Home,3,3878.24,11634.72,Net Banking,Pending,2025-10-30
383,Pihu Chaudry,Bettiah,Telangana,Product_83,Fashion,2,1451.48,2902.96,Credit Card,Delivered,2025-10-02
384,Suhana Varty,Chittoor,Telangana,Product_77,Fashion,5,2444.13,12220.65,Credit Card,Delivered,2025-08-25
385,Rati Amble,Tiruchirappalli,Bihar,Product_49,Books,4,2805.73,11222.92,Net Banking,Pending,2025-09-03
386,Anahita Seshadri,Warangal,Punjab,Product_42,Books,2,4900.55,9801.1,Net Banking,Shipped,2025-07-06
387,Anika Chatterjee,Ulhasnagar,Himachal Pradesh,Product_47,Books,3,4625.76,13877.28,UPI,Cancelled,2025-11-08
388,Tara Bajaj,Imphal,Gujarat,Product_8,Home,3,4933.55,14800.65,Cash,Pending,2025-08-16
389,Prerak Talwar,Akola,Telangana,Product_66,Fashion,5,4905.48,24527.4,Net Banking,Shipped,2026-05-16
390,Raunak Deep,Farrukhabad,Arunachal Pradesh,Product_18,Books,1,493.58,493.58,UPI,Shipped,2025-10-10
391,Zoya Tak,Khora ,Telangana,Product_27,Home,5,3584.13,17920.65,Cash,Cancelled,2026-04-17
392,Keya Sharma,Bhatpara,Tripura,Product_52,Sports,3,3262.51,9787.53,Cash,Pending,2025-07-30
393,Veer Thakur,Moradabad,Andhra Pradesh,Product_1,Home,4,4656.98,18627.92,Net Banking,Cancelled,2025-10-11
394,Aradhya Varkey,Saharsa,Chhattisgarh,Product_11,Home,5,657.83,3289.15,Net Banking,Pending,2026-04-06
395,Taran Ranganathan,Jehanabad,Kerala,Product_37,Electronics,2,722.39,1444.78,Net Banking,Pending,2025-12-16
396,Misha Jaggi,Hindupur,West Bengal,Product_73,Electronics,1,804.73,804.73,Cash,Shipped,2025-11-20
397,Lakshay Issac,Narasaraopet,Mizoram,Product_33,Sports,3,114.95,344.85,Credit Card,Shipped,2025-08-18
398,Akarsh Suri,Machilipatnam,Nagaland,Product_10,Home,4,622.44,2489.76,UPI,Cancelled,2026-03-12
399,Misha Lad,Ghaziabad,Gujarat,Product_47,Electronics,2,4011.42,8022.84,Credit Card,Pending,2025-12-05
400,Nitya Banerjee,Coimbatore,Jharkhand,Product_71,Fashion,4,4808.45,19233.8,UPI,Delivered,2026-05-16
401,Miraya Goel,Rohtak,Andhra Pradesh,Product_45,Books,1,3944.31,3944.31,Credit Card,Cancelled,2025-09-25
402,Hrishita Upadhyay,Machilipatnam,Tripura,Product_81,Books,1,4385.14,4385.14,UPI,Shipped,2026-01-18
403,Ayesha Kala,Ghaziabad,Maharashtra,Product_95,Sports,5,848.25,4241.25,UPI,Cancelled,2025-12-29
404,Tanya Wagle,Maheshtala,Maharashtra,Product_27,Electronics,2,3483.08,6966.16,UPI,Pending,2025-06-08
405,Heer Khosla,Tiruvottiyur,West Bengal,Product_60,Electronics,3,312.33,936.99,Net Banking,Cancelled,2025-12-11
406,Shanaya Lall,Kirari Suleman Nagar,Andhra Pradesh,Product_45,Electronics,1,1017.46,1017.46,Credit Card,Shipped,2025-10-04
407,Ivan Bora,Vadodara,Goa,Product_59,Fashion,4,2403.54,9614.16,Cash,Cancelled,2026-04-12
408,Kabir Sachdeva,Rohtak,Odisha,Product_96,Fashion,4,563.96,2255.84,UPI,Delivered,2025-10-28
409,Nakul Mahal,Ratlam,Punjab,Product_54,Books,4,2311.69,9246.76,Cash,Cancelled,2025-10-26
410,Nitya Bakshi,Ghaziabad,Himachal Pradesh,Product_82,Home,5,1467.59,7337.95,Net Banking,Pending,2026-02-13
411,Pihu Dixit,Tiruchirappalli,Himachal Pradesh,Product_44,Sports,2,3351.38,6702.76,UPI,Cancelled,2025-08-09
412,Neelofar Roy,Aurangabad,Himachal Pradesh,Product_14,Fashion,4,2174.55,8698.2,Net Banking,Shipped,2026-04-17
413,Mehul Sem,Burhanpur,West Bengal,Product_86,Books,4,3176.34,12705.36,Net Banking,Pending,2025-06-04
414,Gatik Bir,Uluberia,Bihar,Product_29,Electronics,1,4582.24,4582.24,Cash,Shipped,2025-09-11
415,Bhavin Ratti,Madhyamgram,Odisha,Product_32,Home,2,1234.96,2469.92,Credit Card,Delivered,2025-12-29
416,Jayan Chaudhari,Thiruvananthapuram,Madhya Pradesh,Product_34,Fashion,2,1517.48,3034.96,UPI,Pending,2026-02-08
417,Suhana Khanna,Faridabad,Meghalaya,Product_33,Sports,4,2518.12,10072.48,Net Banking,Shipped,2026-05-04
418,Veer Suresh,Latur,Madhya Pradesh,Product_34,Books,5,2092.97,10464.85,Credit Card,Pending,2026-04-30
419,Alisha Bir,Medininagar,Andhra Pradesh,Product_35,Sports,5,2938.77,14693.85,Net Banking,Cancelled,2026-01-04
420,Gokul Sarin,Tinsukia,Karnataka,Product_16,Electronics,1,4119.34,4119.34,Cash,Pending,2025-11-16
421,Siya Reddy,Morena,Bihar,Product_24,Sports,5,4643.84,23219.2,UPI,Shipped,2025-11-22
422,Eva Ranganathan,Dhule,Arunachal Pradesh,Product_18,Electronics,4,3558.93,14235.72,Net Banking,Cancelled,2026-04-13
423,Nakul Kade,Srikakulam,Maharashtra,Product_91,Home,5,1655.88,8279.4,UPI,Cancelled,2025-08-04
424,Nitara Chaudhary,Raebareli,Arunachal Pradesh,Product_69,Fashion,4,292.02,1168.08,Net Banking,Delivered,2026-02-25
425,Renee Kala,Rampur,Odisha,Product_23,Fashion,4,1469.2,5876.8,Net Banking,Cancelled,2026-03-11
426,Divij Kapur,Raichur,Kerala,Product_69,Books,2,1702.79,3405.58,Cash,Cancelled,2026-03-27
427,Hiran Sunder,Purnia,Meghalaya,Product_53,Sports,1,2632.1,2632.1,Cash,Delivered,2026-01-14
428,Rania Basak,Barasat,Haryana,Product_73,Books,1,627.32,627.32,Net Banking,Shipped,2025-08-22
429,Piya Srivastava,Kirari Suleman Nagar,Manipur,Product_90,Fashion,2,2372.12,4744.24,UPI,Pending,2025-08-31
430,Nishith Lad,Phagwara,Manipur,Product_62,Books,2,1567.19,3134.38,Net Banking,Pending,2025-12-11
431,Manikya Sheth,Rourkela,Odisha,Product_30,Home,4,2344.55,9378.2,Credit Card,Cancelled,2025-12-09
432,Aayush Char,Gorakhpur,Manipur,Product_86,Home,3,2355.91,7067.73,UPI,Shipped,2025-09-15
433,Dharmajan Krishna,Sagar,Telangana,Product_61,Sports,5,4169.88,20849.4,Credit Card,Cancelled,2026-01-11
434,Anvi Kannan,Fatehpur,Sikkim,Product_31,Home,1,1516.87,1516.87,Credit Card,Delivered,2025-07-11
435,Lavanya Kunda,Bidhannagar,Tripura,Product_23,Electronics,3,2847.08,8541.24,Net Banking,Delivered,2026-03-28
436,Biju Luthra,Burhanpur,Manipur,Product_29,Electronics,5,3576.94,17884.7,UPI,Cancelled,2025-09-09
437,Vaibhav Dara,Jhansi,Uttar Pradesh,Product_50,Sports,2,3668.49,7336.98,Net Banking,Cancelled,2025-11-22
438,Alia Dhingra,Ozhukarai,Tamil Nadu,Product_80,Sports,2,310.03,620.06,Cash,Shipped,2026-02-03
439,Madhup Kohli,Pimpri-Chinchwad,Gujarat,Product_22,Books,4,2606.51,10426.04,Credit Card,Pending,2025-11-02
440,Advika Chand,Dharmavaram,Chhattisgarh,Product_31,Fashion,4,855.91,3423.64,Cash,Cancelled,2026-05-09
441,Baiju Saha,Eluru,Punjab,Product_11,Fashion,4,4136.52,16546.08,Net Banking,Cancelled,2026-03-01
442,Taran Sur,Chittoor,Arunachal Pradesh,Product_75,Books,4,2249.32,8997.28,Cash,Cancelled,2026-02-03
443,Ivana Saini,Hyderabad,Karnataka,Product_82,Home,3,1734.71,5204.13,UPI,Delivered,2025-05-21
444,Nirvaan Balay,Rohtak,Karnataka,Product_84,Fashion,1,1283.36,1283.36,Credit Card,Delivered,2025-10-03
445,Jayan Venkataraman,Katni,Tripura,Product_74,Electronics,5,3662.34,18311.7,Cash,Pending,2026-01-05
446,Lavanya Bassi,Jalna,Telangana,Product_8,Books,5,1412.22,7061.1,Net Banking,Delivered,2026-04-04
447,Kismat Sahota,Bikaner,Maharashtra,Product_67,Sports,4,1617.84,6471.36,Cash,Delivered,2026-04-07
448,Badal Mall,Jamshedpur,Nagaland,Product_32,Electronics,1,882.41,882.41,UPI,Pending,2026-04-21
449,Ishaan Som,Ramagundam,Himachal Pradesh,Product_50,Electronics,4,3253.98,13015.92,UPI,Shipped,2025-06-12
450,Saksham Viswanathan,Singrauli,Meghalaya,Product_56,Electronics,4,197.77,791.08,Cash,Delivered,2025-11-08
